ID|Names|Levels|GoodsIn|GUIDExt|GUIDExtParent|
000000319|Саморезы, шурупы|1|1|bf9cc5a7-3ffb-11e8-a200-88d7f6d608b5|bf9cc59a-3ffb-11e8-a200-88d7f6d608b5
000000321|Фиксаторы арматуры|1|1|bf9cc5a9-3ffb-11e8-a200-88d7f6d608b5|bf9cc59a-3ffb-11e8-a200-88d7f6d608b5
000000323|Хомуты|1|1|bf9cc5ab-3ffb-11e8-a200-88d7f6d608b5|bf9cc59a-3ffb-11e8-a200-88d7f6d608b5
000000325|Электрика|0|0|bf9cc5ad-3ffb-11e8-a200-88d7f6d608b5|
000000326|TV/интернет/телефония|1|0|bf9cc5ae-3ffb-11e8-a200-88d7f6d608b5|bf9cc5ad-3ffb-11e8-a200-88d7f6d608b5
000000328|Изделия для монтажа|1|0|bf9cc5b0-3ffb-11e8-a200-88d7f6d608b5|bf9cc5ad-3ffb-11e8-a200-88d7f6d608b5
000000330|Источники питания|1|0|bf9cc5b2-3ffb-11e8-a200-88d7f6d608b5|bf9cc5ad-3ffb-11e8-a200-88d7f6d608b5
000000332|Лампочки|1|0|bf9cc5b4-3ffb-11e8-a200-88d7f6d608b5|bf9cc5ad-3ffb-11e8-a200-88d7f6d608b5
000000334|Низковольтная аппаратура|1|0|bf9cc5b6-3ffb-11e8-a200-88d7f6d608b5|bf9cc5ad-3ffb-11e8-a200-88d7f6d608b5
000000336|Обогревательное оборудование|1|0|bf9cc5b8-3ffb-11e8-a200-88d7f6d608b5|bf9cc5ad-3ffb-11e8-a200-88d7f6d608b5
000000338|Стабилизаторы напряжения|1|1|bf9cc5ba-3ffb-11e8-a200-88d7f6d608b5|bf9cc5ad-3ffb-11e8-a200-88d7f6d608b5
000000340|Электроустановочные изделия|1|0|bf9cc5bc-3ffb-11e8-a200-88d7f6d608b5|bf9cc5ad-3ffb-11e8-a200-88d7f6d608b5
000000342|Сантехника, отопление|0|0|bf9cc5be-3ffb-11e8-a200-88d7f6d608b5|
000000343|Ванны|1|1|bf9cc5bf-3ffb-11e8-a200-88d7f6d608b5|bf9cc5be-3ffb-11e8-a200-88d7f6d608b5
000000345|Аксессуары для ванных комнат|1|1|bf9cc5c1-3ffb-11e8-a200-88d7f6d608b5|bf9cc5be-3ffb-11e8-a200-88d7f6d608b5
000000347|Вентили, клапаны, краны, регуляторы|1|1|bf9cc5c3-3ffb-11e8-a200-88d7f6d608b5|bf9cc5be-3ffb-11e8-a200-88d7f6d608b5
000000349|Водонагреватели|1|1|bf9cc5c5-3ffb-11e8-a200-88d7f6d608b5|bf9cc5be-3ffb-11e8-a200-88d7f6d608b5
000000351|Гибкая подводка для воды|1|1|bf9cc5c7-3ffb-11e8-a200-88d7f6d608b5|bf9cc5be-3ffb-11e8-a200-88d7f6d608b5
